,State,Geographic area,Population,Density per square mile of land area - Population
39941,Wisconsin,"Shanagolden town, Ashland County",125,1.4
731,Alaska,"Chitina CDP, Valdez-Cordova Census Area",126,1.5
802,Alaska,"Healy CDP, Denali Borough",1021,1.5
1005,Alaska,"Trapper Creek CDP, Matanuska-Susitna Borough",481,1.5
2744,California,"Johnsville CDP, Plumas County",20,1.5
4621,Florida,"Brewster CDP, Polk County",3,1.5
12226,Maine,"Great Pond town, Hancock County",58,1.5
15061,Michigan,Cass County (part),1,1.5
14159,Michigan,"Columbus township, Luce County",204,1.5
15636,Michigan,"Wells township, Marquette County",231,1.5
15886,Minnesota,"Beaver township, Aitkin County",53,1.5
17147,Minnesota,"Lee township, Aitkin County",50,1.5
17177,Minnesota,"Lewis township, Mille Lacs County",52,1.5
17195,Minnesota,"Lind township, Roseau County",56,1.5
17603,Minnesota,"Northome UT, Koochiching County",447,1.5
18496,Minnesota,"Whiteface Reservoir UT, St. Louis County",473,1.5
20256,Montana,"Elkhorn CDP, Jefferson County",10,1.5
38742,Wisconsin,"Draper town, Sawyer County",204,1.5
869,Alaska,"Manley Hot Springs CDP, Yukon-Koyukuk Census Area",89,1.6
878,Alaska,"Minto CDP, Yukon-Koyukuk Census Area",210,1.6
1024,Alaska,"Whitestone Logging Camp CDP, Hoonah-Angoon Census Area",17,1.6
7540,Illinois,Johnson County (part),2,1.6
12147,Maine,"Deblois town, Washington County",57,1.6
12534,Maine,"Square Lake UT, Aroostook County",594,1.6
15824,Minnesota,"Ault township, St. Louis County",109,1.6
17509,Minnesota,"Nereson township, Roseau County",58,1.6
17571,Minnesota,"Nore township, Itasca County",57,1.6
17636,Minnesota,"O'Brien township, Beltrami County",58,1.6
17707,Minnesota,"Parnell township, Traverse County",60,1.6
18172,Minnesota,"Spruce Grove township, Beltrami County",55,1.6
18289,Minnesota,"Tofte township, Cook County",249,1.6
18292,Minnesota,"Toqua township, Big Stone County",53,1.6
18522,Minnesota,"Winchester township, Norman County",56,1.6
20453,Montana,"Sedan CDP, Gallatin County",99,1.6
805,Alaska,"Hollis CDP, Prince of Wales-Hyder Census Area",112,1.7
818,Alaska,"Ivanof Bay CDP, Lake and Peninsula Borough",7,1.7
991,Alaska,"Tanacross CDP, Southeast Fairbanks Census Area",136,1.7
1251,Arizona,Navajo County (part),3,1.7
12030,Maine,"Bancroft town, Aroostook County",68,1.7
12253,Maine,"Highland plantation, Somerset County",73,1.7
12431,Maine,"Oxbow plantation, Aroostook County",66,1.7
12554,Maine,"Talmadge town, Washington County",64,1.7
12609,Maine,"Westmanland town, Aroostook County",62,1.7
15591,Michigan,"Wakefield township, Gogebic County",305,1.7
15786,Minnesota,"Anthony township, Norman County",62,1.7
15944,Minnesota,"Big Woods township, Marshall County",53,1.7
16140,Minnesota,"Champion township, Wilkin County",53,1.7
16524,Minnesota,"Farley township, Polk County",45,1.7
16567,Minnesota,"Foldahl township, Marshall County",62,1.7
17559,Minnesota,"Nilsen township, Wilkin County",60,1.7
17706,Minnesota,"Parnell township, Polk County",61,1.7
18054,Minnesota,"Seavey township, Aitkin County",61,1.7
18248,Minnesota,"Swiftwater township, Lake of the Woods County",60,1.7
23946,New York,"Long Lake town, Hamilton County",711,1.7
24257,New York,"Oil Springs Reservation, Allegany County",1,1.7
29982,Pennsylvania,"Gibson township, Cameron County",164,1.7
39189,Wisconsin,"Kingston town, Juneau County",91,1.7
830,Alaska,"Kenny Lake CDP, Valdez-Cordova Census Area",355,1.8
12068,Maine,"Brighton plantation, Somerset County",70,1.8
12289,Maine,"Lakeville town, Penobscot County",105,1.8
14497,Michigan,"Grant township, Keweenaw County",219,1.8
15466,Michigan,"Spurr township, Baraga County",276,1.8
15542,Michigan,"Turin township, Marquette County",153,1.8
15776,Minnesota,"Andrea township, Wilkin County",65,1.8
15933,Minnesota,"Beulah township, Cass County",64,1.8
16015,Minnesota,"Bray township, Pennington County",64,1.8
16117,Minnesota,"Carpenter township, Itasca County",179,1.8
16916,Minnesota,"Hubbard township, Polk County",75,1.8
17512,Minnesota,"Ness township, St. Louis County",62,1.8
18405,Minnesota,"Walls township, Traverse County",65,1.8
18431,Minnesota,"Waskish township, Beltrami County",118,1.8
18514,Minnesota,"Wilma township, Pine County",65,1.8
21585,New Hampshire,"Wentworth location, Coos County",33,1.8
31490,Pennsylvania,"Sergeant township, McKean County",141,1.8
35203,Texas,Orange County (part),4,1.8
38912,Wisconsin,"Frog Creek town, Washburn County",130,1.8
40389,Wyoming,"Bondurant CDP, Sublette County",93,1.8
715,Alaska,"Cantwell CDP, Denali Borough",219,1.9
998,Alaska,"Tetlin CDP, Southeast Fairbanks Census Area",127,1.9
3492,California,"Trona CDP, Inyo County",18,1.9
7969,Illinois,Grundy County (part),6,1.9
12008,Maine,"Allagash town, Aroostook County",239,1.9
12135,Maine,"Criehaven UT, Knox County",1,1.9
12427,Maine,"Osborn town, Hancock County",67,1.9
14315,Michigan,"Elm River township, Houghton County",177,1.9
14526,Michigan,"Grim township, Gladwin County",136,1.9
14592,Michigan,"Hendricks township, Mackinac County",153,1.9
16394,Minnesota,"East Cass UT, Cass County",62,1.9
17454,Minnesota,"Moose Park township, Itasca County",68,1.9
17903,Minnesota,"Rockwell township, Norman County",61,1.9
18376,Minnesota,"Vineland township, Polk County",87,1.9
24151,New York,"Newcomb town, Essex County",436,1.9
29100,Pennsylvania,"Benezette township, Elk County",207,1.9
30453,Pennsylvania,"Leidy township, Clinton County",180,1.9
30607,Pennsylvania,"McHenry township, Lycoming County",143,1.9
31174,Pennsylvania,"Pine township, Clearfield County",60,1.9
33190,South Dakota,"White Rock town, Roberts County",3,1.9
38543,Wisconsin,"Caswell town, Forest County",91,1.9
738,Alaska,"Cold Bay city, Aleutians East Borough",108,2
764,Alaska,"Elfin Cove CDP, Hoonah-Angoon Census Area",20,2
941,Alaska,"Port Heiden city, Lake and Peninsula Borough",102,2
9834,Iowa,Greene County (part),2,2
12601,Maine,"Wesley town, Washington County",98,2
14539,Michigan,"Haight township, Ontonagon County",212,2
15822,Minnesota,"Augsburg township, Marshall County",74,2
16026,Minnesota,"Brislet township, Polk County",53,2
16177,Minnesota,"Clay township, Hubbard County",69,2
16191,Minnesota,"Clifton township, Traverse County",75,2
16357,Minnesota,"Dollymount township, Traverse County",77,2
16396,Minnesota,"East Cook UT, Cook County",775,2
16405,Minnesota,"East Valley township, Marshall County",43,2
16834,Minnesota,"Helgeland township, Polk County",54,2
17651,Minnesota,"Onstad township, Polk County",71,2
17906,Minnesota,"Rogers township, Cass County",63,2
18119,Minnesota,"Smoky Hollow township, Cass County",70,2
18253,Minnesota,"Tamarac township, Marshall County",71,2
18255,Minnesota,"Tanberg township, Wilkin County",69,2
18262,Minnesota,"Taylor township, Traverse County",105,2
18553,Minnesota,"Woodrow township, Beltrami County",73,2
24577,New York,"Santa Clara town, Franklin County",345,2
30759,Pennsylvania,"Millstone township, Elk County",82,2
39354,Wisconsin,"Lynne town, Oneida County",141,2
40464,Wyoming,"Jeffrey City CDP, Fremont County",58,2
12213,Maine,"Garfield plantation, Aroostook County",81,2.1
12251,Maine,"Hersey town, Aroostook County",83,2.1
14485,Michigan,"Grand Island township, Alger County",47,2.1
15780,Minnesota,"Angus township, Polk County",76,2.1
15898,Minnesota,"Bejou township, Mahnomen County",79,2.1
16157,Minnesota,"Chester township, Polk County",75,2.1
16259,Minnesota,"Croke township, Traverse County",75,2.1
16268,Minnesota,"Crosby township, Pine County",93,2.1
16566,Minnesota,"Flowing township, Clay County",77,2.1
16738,Minnesota,"Gregory township, Mahnomen County",74,2.1
16923,Minnesota,"Huntly township, Marshall County",77,2.1
17798,Minnesota,"Potshot Lake UT, St. Louis County",74,2.1
18044,Minnesota,"Scandia township, Polk County",74,2.1
18417,Minnesota,"Wanger township, Marshall County",75,2.1
18447,Minnesota,"Wawina township, Itasca County",77,2.1
29441,Pennsylvania,"Cold Spring township, Lebanon County",52,2.1
38582,Wisconsin,"City Point town, Jackson County",182,2.1
38853,Wisconsin,"Fence town, Florence County",192,2.1
834,Alaska,"King Salmon CDP, Bristol Bay Borough",374,2.2
989,Alaska,"Takotna CDP, Yukon-Koyukuk Census Area",52,2.2
4579,Florida,"Bay Lake city, Orange County",47,2.2
12051,Maine,"Blanchard UT, Piscataquis County",98,2.2
12288,Maine,"Lake View plantation, Piscataquis County",89,2.2
14104,Michigan,"Chippewa township, Chippewa County",213,2.2
14588,Michigan,"Hematite township, Iron County",338,2.2
15807,Minnesota,"Arthur township, Traverse County",81,2.2
15900,Minnesota,"Belgium township, Polk County",81,2.2
16292,Minnesota,"Danforth township, Pine County",78,2.2
16410,Minnesota,"Eckvoll township, Marshall County",77,2.2
17355,Minnesota,"Mayfield township, Pennington County",51,2.2
17386,Minnesota,"Middle River township, Marshall County",78,2.2
17489,Minnesota,"Moylan township, Marshall County",98,2.2
17869,Minnesota,"Riceville township, Becker County",83,2.2
18197,Minnesota,"Stevens township, Stevens County",77,2.2
18303,Minnesota,"Trelipe township, Cass County",150,2.2
21400,New Hampshire,"Hart's Location town, Carroll County",41,2.2
39193,Wisconsin,"Knight town, Iron County",211,2.2
39469,Wisconsin,"Millston town, Jackson County",159,2.2
944,Alaska,"Primrose CDP, Kenai Peninsula Borough",78,2.3
12582,Maine,"Waite town, Washington County",101,2.3
12597,Maine,"Webster plantation, Penobscot County",85,2.3
14004,Michigan,"Burt township, Alger County",522,2.3
16231,Minnesota,"Comstock township, Marshall County",105,2.3
16275,Minnesota,"Crystal Bay township, Lake County",472,2.3
16841,Minnesota,"Hendrum township, Norman County",95,2.3
16855,Minnesota,"Hickory township, Pennington County",80,2.3
17430,Minnesota,"Mitchell township, Wilkin County",85,2.3
17554,Minnesota,"Nickerson township, Pine County",167,2.3
17788,Minnesota,"Poplar Grove township, Roseau County",82,2.3
17853,Minnesota,"Reis township, Polk County",79,2.3
17871,Minnesota,"Richardville township, Kittson County",102,2.3
18130,Minnesota,"Southbrook township, Cottonwood County",79,2.3
18152,Minnesota,"Spring Creek township, Norman County",81,2.3
22589,New Mexico,"Lake Sumner CDP, De Baca County",143,2.3
23001,New York,"Benson town, Hamilton County",192,2.3
23372,New York,"Duane town, Franklin County",174,2.3
28381,Oklahoma,Creek County (part),3,2.3
36262,Vermont,"Granby town, Essex County",88,2.3
39650,Wisconsin,"Orienta town, Bayfield County",122,2.3
39704,Wisconsin,"Piehl town, Oneida County",86,2.3
696,Alaska,"Arctic Village CDP, Yukon-Koyukuk Census Area",152,2.4
816,Alaska,"Igiugig CDP, Lake and Peninsula Borough",50,2.4
3477,California,"Tobin CDP, Plumas County",12,2.4
4001,Colorado,"Piedra CDP, Hinsdale County",28,2.4
14653,Michigan,"Hulbert township, Chippewa County",168,2.4
14879,Michigan,"Mansfield township, Iron County",241,2.4
15659,Michigan,"Whitefish township, Chippewa County",575,2.4
15758,Minnesota,"Alma township, Marshall County",88,2.4
15808,Minnesota,"Artichoke township, Big Stone County",79,2.4
15968,Minnesota,"Blind Lake township, Cass County",82,2.4
15971,Minnesota,"Bloomer township, Marshall County",89,2.4
16002,Minnesota,"Boy River township, Cass County",86,2.4
16537,Minnesota,"Felton township, Clay County",86,2.4
16573,Minnesota,"Forest township, Becker County",77,2.4
16714,Minnesota,"Granville township, Kittson County",83,2.4
17139,Minnesota,"Lawrence township, Grant County",84,2.4
17346,Minnesota,"Mary township, Norman County",83,2.4
17568,Minnesota,"Nordick township, Wilkin County",87,2.4
18290,Minnesota,"Toivola township, St. Louis County",170,2.4
18412,Minnesota,"Walworth township, Becker County",87,2.4
20178,Montana,"Biddle CDP, Powder River County",41,2.4
21510,New Hampshire,"Pinkhams grant, Coos County",9,2.4
39007,Wisconsin,"Hackett town, Price County",169,2.4
39074,Wisconsin,"Hiles town, Forest County",311,2.4
39957,Wisconsin,"Sherman town, Iron County",290,2.4
920,Alaska,"Pedro Bay CDP, Lake and Peninsula Borough",42,2.5
1011,Alaska,"Tyonek CDP, Kenai Peninsula Borough",171,2.5
12223,Maine,"Grand Lake Stream plantation, Washington County",109,2.5
14078,Michigan,"Champion township, Marquette County",297,2.5
14184,Michigan,"Covington township, Baraga County",476,2.5
14990,Michigan,"Mitchell township, Alcona County",352,2.5
15310,Michigan,"Rockland township, Ontonagon County",228,2.5
15728,Minnesota,"Agder township, Marshall County",109,2.5
15924,Minnesota,"Benville township, Beltrami County",86,2.5
16200,Minnesota,"Clontarf township, Swift County",86,2.5
17213,Minnesota,"Little Pine township, Crow Wing County",86,2.5
17437,Minnesota,"Monson township, Traverse County",133,2.5
17488,Minnesota,"Moyer township, Swift County",88,2.5
17682,Minnesota,"Otrey township, Big Stone County",87,2.5
18026,Minnesota,"Sandsville township, Polk County",67,2.5
18258,Minnesota,"Tara township, Swift County",88,2.5
18265,Minnesota,"Teien township, Kittson County",73,2.5
18535,Minnesota,"Winsor township, Clearwater County",90,2.5
22536,New Mexico,"Fence Lake CDP, Cibola County",42,2.5
30068,Pennsylvania,"Grove township, Cameron County",183,2.5
38860,Wisconsin,"Finley town, Juneau County",97,2.5
39679,Wisconsin,"Parrish town, Langlade County",91,2.5
721,Alaska,"Chenega CDP, Valdez-Cordova Census Area",76,2.6
925,Alaska,"Pilot Point city, Lake and Peninsula Borough",68,2.6
14651,Michigan,"Hudson township, Mackinac County",181,2.6
14961,Michigan,"Michigamme township, Marquette County",349,2.6
16005,Minnesota,"Bradford township, Wilkin County",91,2.6
16426,Minnesota,"Effie UT, Itasca County",203,2.6
16438,Minnesota,"Eldorado township, Stevens County",94,2.6
17016,Minnesota,"Kertsonville township, Polk County",94,2.6
17019,Minnesota,"Keystone township, Polk County",91,2.6
17459,Minnesota,"Morcom township, St. Louis County",94,2.6
17617,Minnesota,"Norway township, Kittson County",91,2.6
17851,Minnesota,"Reine township, Roseau County",94,2.6
18123,Minnesota,"Soler township, Roseau County",95,2.6
18259,Minnesota,"Tara township, Traverse County",92,2.6
24289,New York,"Osceola town, Lewis County",229,2.6
28393,Oklahoma,"Tagg Flats CDP, Delaware County",13,2.6
31767,Pennsylvania,"Sylvania township, Potter County",77,2.6
38351,Wisconsin,"Bear Bluff town, Jackson County",138,2.6
12141,Maine,"Cyr plantation, Aroostook County",103,2.7
12326,Maine,"Macwahoc plantation, Aroostook County",79,2.7
12473,Maine,"Reed plantation, Aroostook County",161,2.7
13939,Michigan,"Bois Blanc township, Mackinac County",95,2.7
15537,Michigan,"Trout Lake township, Chippewa County",384,2.7
15785,Minnesota,"Ansel township, Cass County",97,2.7
16126,Minnesota,"Cedar township, Marshall County",86,2.7
16318,Minnesota,"Deerhorn township, Wilkin County",97,2.7
16480,Minnesota,"Equality township, Red Lake County",131,2.7
16686,Minnesota,"Grace township, Chippewa County",95,2.7
16782,Minnesota,"Hansonville township, Lincoln County",90,2.7
17059,Minnesota,"Lake Alice township, Hubbard County",93,2.7
17222,Minnesota,"Logan township, Grant County",93,2.7
17297,Minnesota,"Malta township, Big Stone County",98,2.7
17347,Minnesota,"Marysland township, Swift County",96,2.7
17372,Minnesota,"Mehurin township, Lac qui Parle County",77,2.7
17733,Minnesota,"Perry township, Lac qui Parle County",101,2.7
18015,Minnesota,"Salem township, Cass County",95,2.7
18075,Minnesota,"Shelly township, Norman County",115,2.7
25938,North Dakota,"Calio city, Cavalier County",22,2.7
38500,Wisconsin,"Butler town, Clark County",96,2.7
38820,Wisconsin,"Emery town, Price County",297,2.7
38958,Wisconsin,"Gordon town, Ashland County",283,2.7
2974,California,"Mineral CDP, Tehama County",123,2.8
12060,Maine,"Bowerbank town, Piscataquis County",116,2.8
12084,Maine,"Byron town, Oxford County",145,2.8
15020,Michigan,"Mueller township, Schoolcraft County",234,2.8
15809,Minnesota,"Arveson township, Kittson County",96,2.8
16132,Minnesota,"Cedar Valley township, St. Louis County",195,2.8
16160,Minnesota,"Chief township, Mahnomen County",96,2.8
16607,Minnesota,"Freeland township, Lac qui Parle County",102,2.8
16816,Minnesota,"Hay Lake UT, St. Louis County",83,2.8
16826,Minnesota,"Hegbert township, Swift County",93,2.8
17113,Minnesota,"Lakewood township, Lake of the Woods County",85,2.8
17138,Minnesota,"Lavell township, St. Louis County",303,2.8
17161,Minnesota,"Leonardsville township, Traverse County",107,2.8
17490,Minnesota,"Mudgett township, Mille Lacs County",84,2.8
17511,Minnesota,"Nesbit township, Polk County",99,2.8
17944,Minnesota,"Round Lake township, Becker County",183,2.8
18215,Minnesota,"Strand township, Norman County",99,2.8
18351,Minnesota,"Vega township, Marshall County",125,2.8
18464,Minnesota,"West Cook UT, Cook County",1616,2.8
19318,Missouri,"Evergreen village, Laclede County",28,2.8
817,Alaska,"Iliamna CDP, Lake and Peninsula Borough",109,2.9
897,Alaska,"Nightmute city, Bethel Census Area",280,2.9
953,Alaska,"St. George city, Aleutians West Census Area",102,2.9
12248,Maine,"Haynesville town, Aroostook County",121,2.9
12572,Maine,"Upton town, Oxford County",113,2.9
15057,Michigan,"Newton township, Mackinac County",427,2.9
15881,Minnesota,"Bearville township, Itasca County",205,2.9
16012,Minnesota,"Brandrup township, Wilkin County",158,2.9
16313,Minnesota,"Deer township, Roseau County",105,2.9
16331,Minnesota,"Delaware township, Grant County",102,2.9
16521,Minnesota,"Fanny township, Polk County",103,2.9
16594,Minnesota,"Foxhome township, Wilkin County",103,2.9
16678,Minnesota,"Goodridge township, Pennington County",79,2.9
16762,Minnesota,"Halstad township, Norman County",108,2.9
16823,Minnesota,"Hazelton township, Kittson County",104,2.9
17097,Minnesota,"Lake Pleasant township, Red Lake County",103,2.9
17189,Minnesota,"Lima township, Cass County",101,2.9
17453,Minnesota,"Moose Lake township, Cass County",111,2.9
17822,Minnesota,"Quiring township, Beltrami County",70,2.9
18017,Minnesota,"Salo township, Aitkin County",102,2.9
18369,Minnesota,"Viding township, Clay County",103,2.9
18422,Minnesota,"Warrenton township, Marshall County",103,2.9
21147,Nevada,"Denio CDP, Humboldt County",47,2.9
23686,New York,"Hardenburgh town, Ulster County",238,2.9
